AffyID	name	thr	mean	mean-thr	perc	min	max	sd	thrNum	hi	int	lo
EPHX1	202017_at	7.46	8.32	0.86	0.16	4.65	10.15	1.35	48	166	19	43
GUK1	200075_s_at	8.58	9.40	0.82	0.37	6.81	10.67	0.64	16	181	34	13
ERO1LB	231944_at	5.20	5.08	-0.13	-0.14	3.63	7.83	0.65	142	29	140	59
ZFYVE21	219929_s_at	6.21	6.60	0.39	0.07	3.80	8.44	1.25	77	136	26	66
MED16	43544_at	7.98	7.83	-0.15	-0.16	5.31	9.57	0.63	149	31	148	49
HLA-DPB1	201137_s_at	9.49	9.73	0.23	0.15	5.76	11.84	1.17	86	102	77	49
ADNP	201773_at	7.75	9.05	1.30	0.34	4.42	11.22	0.95	15	208	9	11
PCBD1	203557_s_at	8.27	8.47	0.20	0.17	5.47	10.04	0.87	82	87	98	43
NEK3	211089_s_at	5.82	5.94	0.12	0.05	3.92	7.98	0.91	96	95	72	61
C1orf97	224443_at	5.46	5.48	0.03	0.03	3.73	7.17	0.65	108	52	129	47
APOA1BP	225427_s_at	9.03	9.31	0.29	0.23	7.30	10.47	0.58	53	90	118	20
CPNE2	225129_at	8.63	9.20	0.58	0.29	6.31	10.22	0.59	25	158	57	13
PAPLN	233896_s_at	5.94	5.36	-0.58	-0.33	4.62	7.96	0.45	212	8	60	160
KIAA0644	205150_s_at	5.48	5.37	-0.12	-0.10	3.91	7.86	0.76	135	44	101	83
CCDC32	225397_at	7.45	7.75	0.30	0.28	4.89	9.34	0.65	52	83	126	19
ITSN1	209298_s_at	5.63	5.86	0.23	0.16	3.41	7.39	0.75	74	99	89	40
PPP1R1B	225165_at	9.28	9.81	0.53	0.29	6.63	11.50	0.78	39	143	67	18
NKAP	223439_at	6.51	6.73	0.22	0.28	4.48	8.15	0.59	63	75	132	21
IGLL3	215946_x_at	8.64	9.33	0.69	0.19	5.41	11.73	1.08	45	166	30	32
RAI1	219830_at	6.41	5.91	-0.50	-0.29	4.84	9.36	0.57	200	13	74	141
RNF44	203286_at	7.95	8.18	0.23	0.22	5.56	9.72	0.61	61	70	139	19
CACNG2	214495_at	5.55	5.10	-0.45	-0.31	3.86	7.05	0.52	199	16	83	129
SFRS17A	210269_s_at	5.62	5.96	0.34	0.21	4.03	8.57	0.69	55	110	85	33
SPINK4	207214_at	9.25	9.44	0.19	0.04	5.18	13.08	2.08	102	114	36	78
CAMTA1	225692_at	9.16	9.89	0.73	0.35	7.31	10.79	0.52	14	181	39	8
LOC643008	229740_at	7.04	6.86	-0.19	-0.15	5.81	8.93	0.68	150	36	98	94
HOXD8	231906_at	5.90	5.67	-0.23	-0.19	4.02	8.41	0.81	153	42	101	85
RBP4	219140_s_at	6.36	6.15	-0.21	-0.07	4.05	11.47	1.14	140	57	66	105
EPHB2	209589_s_at	7.96	7.70	-0.26	-0.26	5.42	10.10	0.89	154	48	98	82
HNMT	204112_s_at	9.42	10.30	0.88	0.25	5.46	11.85	1.06	31	179	30	19
C10orf128	228372_at	6.38	6.32	-0.06	-0.06	4.65	9.19	0.81	124	47	112	69
MBD2	202484_s_at	8.41	9.46	1.05	0.32	5.04	10.25	0.73	14	200	20	8
IL1RN	212657_s_at	6.89	6.45	-0.44	-0.12	4.47	10.45	1.27	157	49	43	136
RPS8	200858_s_at	11.48	12.10	0.62	0.23	8.77	12.80	0.59	24	175	40	13
LOC727738	1557285_at	3.87	3.46	-0.40	-0.21	2.89	6.04	0.51	194	12	82	134
HP1BP3	224591_at	9.02	10.11	1.09	0.41	5.34	11.38	0.70	11	212	10	6
KIFC2	226791_at	5.92	5.77	-0.15	-0.11	4.44	8.64	0.77	140	46	99	83
PIGG	218652_s_at	7.30	8.56	1.27	0.29	4.33	9.98	0.81	13	208	11	9
GAGE1	207086_x_at	4.78	4.06	-0.72	-0.22	3.37	6.88	0.54	210	13	26	189
UBE3B	212403_at	7.26	7.79	0.54	0.33	4.96	8.70	0.51	21	149	69	10
RP11-679B17.1	235798_at	4.24	3.87	-0.36	-0.19	3.13	6.20	0.59	183	20	85	123
RHEB	213404_s_at	7.01	8.74	1.73	0.41	4.04	10.53	0.97	10	218	2	8
RTN4	210968_s_at	10.35	11.30	0.94	0.27	7.13	12.23	0.71	17	202	15	11
C7orf24	215380_s_at	8.72	10.04	1.32	0.40	5.62	11.92	0.89	13	208	8	12
TMEM168	218962_s_at	8.57	9.42	0.84	0.32	5.51	10.92	0.74	20	190	25	13
ZNF295	225539_at	6.85	7.07	0.22	0.21	3.64	9.29	1.01	81	81	106	41
SPEG	205265_s_at	6.47	6.08	-0.39	-0.29	5.24	8.45	0.49	196	13	106	109
EXOC6	233924_s_at	6.54	6.67	0.13	0.11	4.61	8.50	0.91	94	81	81	66
C10orf38	212771_at	9.15	9.45	0.30	0.33	6.96	10.85	0.55	44	72	144	12
CRYBA2	220136_s_at	4.91	4.74	-0.17	-0.11	3.51	7.55	0.73	145	38	100	90
MED7	204349_at	7.52	7.58	0.06	0.10	4.83	9.92	0.79	101	47	148	33
ZNF385D	220117_at	5.05	4.70	-0.35	-0.27	3.99	7.40	0.50	192	11	112	105
F3	204363_at	7.75	8.29	0.53	0.36	5.28	10.53	0.76	35	125	87	16
DNAJC10	225174_at	7.08	8.84	1.76	0.37	3.69	10.83	1.19	15	212	2	14
FBXO10	236100_at	4.81	4.09	-0.72	-0.39	3.27	6.78	0.41	219	6	30	192
ITSN2	209907_s_at	6.77	7.09	0.32	0.28	4.38	8.31	0.55	44	90	123	15
MGC39900	205347_s_at	4.81	4.39	-0.42	-0.29	3.35	7.51	0.57	192	15	92	121
TAF9B	228483_s_at	5.68	5.82	0.14	0.11	3.63	7.82	0.80	90	78	100	50
PRSS8	202525_at	9.37	9.70	0.33	0.21	6.20	11.51	0.92	67	115	70	43
CXCL3	207850_at	7.32	6.81	-0.51	-0.07	4.17	10.68	1.73	150	65	24	139
C17orf39	228452_at	6.71	6.74	0.04	0.02	5.11	8.64	0.66	106	43	140	45
LYPLA1	212449_s_at	8.51	10.12	1.62	0.27	4.19	11.57	1.14	15	207	12	9
DPP7	238012_at	6.14	5.82	-0.31	-0.23	4.35	8.14	0.65	173	28	105	95
BAGE2	1555408_at	5.73	5.05	-0.68	-0.30	4.02	8.03	0.57	209	11	42	175
CCDC50	225331_at	7.69	8.68	0.99	0.36	5.35	9.80	0.64	12	197	20	11
TMEM173	224916_at	6.91	7.12	0.20	0.21	4.59	8.84	0.81	80	86	98	44
LOC92482	213224_s_at	8.07	8.13	0.06	0.04	4.65	10.63	1.07	106	82	82	64
ENDOGL1	206903_at	5.99	5.58	-0.41	-0.28	4.95	7.64	0.46	199	12	93	123
F8A1	203274_at	7.78	8.49	0.71	0.28	5.47	9.34	0.55	16	183	37	8
FLJ36131	1561171_a_at	6.75	6.34	-0.40	-0.19	5.36	8.82	0.66	181	26	70	132
ASS1	207076_s_at	10.99	11.02	0.03	0.03	8.93	12.71	0.69	108	58	129	41
HLA-F	204806_x_at	10.67	11.16	0.50	0.25	8.17	12.34	0.70	39	142	65	21
FXN	205565_s_at	5.98	5.91	-0.07	-0.08	3.95	7.55	0.74	127	49	120	59
DEFB105A	1553002_at	4.21	3.67	-0.55	-0.32	3.01	6.42	0.43	212	7	62	159
RANBP9	202582_s_at	8.01	9.55	1.53	0.39	5.16	10.97	0.78	8	216	4	8
SUSD5	214954_at	4.50	3.11	-1.39	-0.37	2.73	5.91	0.27	227	1	0	227
FAM114A1	226697_at	7.04	7.32	0.28	0.22	4.92	8.91	0.75	65	94	100	34
SERPINB9	209723_at	7.11	6.94	-0.18	-0.14	3.39	9.53	1.09	137	56	88	84
HIST1H1C	209398_at	8.09	8.32	0.23	0.06	4.43	10.65	1.26	91	115	41	72
LARS2	34764_at	7.12	7.59	0.47	0.27	5.03	9.13	0.82	47	130	68	30
PCDH21	1555019_at	5.80	6.05	0.26	0.22	3.41	8.17	1.05	81	93	81	54
C20orf177	225313_at	6.81	6.97	0.17	0.14	4.18	8.91	0.80	83	72	124	32
STIP1	212009_s_at	6.87	7.41	0.54	0.07	3.70	9.53	1.47	71	147	17	64
RHOBTB1	212651_at	6.05	5.98	-0.07	-0.06	4.59	7.80	0.65	130	43	124	61
SLC12A6	226741_at	6.68	7.84	1.16	0.42	3.83	8.92	0.57	7	214	7	7
GPHN	223319_at	6.25	7.28	1.04	0.45	4.13	9.68	0.94	18	191	24	13
DSP	200606_at	9.95	11.63	1.68	0.36	6.32	12.68	0.78	7	217	4	7
LOC727770	237737_at	5.06	4.40	-0.65	-0.21	3.48	8.91	0.77	196	21	34	173
SETD5	1569106_s_at	5.02	5.49	0.47	0.08	2.88	7.41	1.20	69	147	19	62
KIAA0152	200616_s_at	9.27	10.23	0.96	0.35	7.08	12.12	0.80	18	192	24	12
CYC1	201066_at	9.88	10.61	0.73	0.23	7.29	11.78	0.73	27	181	29	18
REV1	218428_s_at	7.46	7.71	0.25	0.23	5.27	9.21	0.70	68	93	102	33
UBE2Q2	224747_at	7.47	8.55	1.08	0.35	3.93	10.66	1.19	26	181	33	14
NRP2	225566_at	6.05	5.65	-0.40	-0.36	4.60	8.00	0.48	199	11	113	104
B9D1	210534_s_at	6.25	6.02	-0.24	-0.08	4.32	8.03	0.74	154	45	86	97
C10orf56	212423_at	6.62	6.68	0.06	0.07	4.83	10.34	0.96	105	73	86	69
PCCB	212694_s_at	8.25	8.89	0.65	0.34	5.24	10.31	0.72	27	160	54	14
TSEN2	219581_at	6.63	6.64	0.01	0.00	4.74	8.74	0.68	112	53	128	47
CR1	244313_at	5.02	4.49	-0.52	-0.26	3.21	7.92	0.72	190	22	64	142
VCP	208649_s_at	8.57	9.03	0.46	0.23	6.53	10.47	0.69	42	137	66	25
PLLP	204519_s_at	7.26	7.07	-0.19	-0.12	4.91	9.53	1.07	137	68	57	103
B3GALT5	206947_at	5.47	5.23	-0.24	-0.16	3.86	8.17	0.83	153	36	102	90
CDKN2AIP	218929_at	6.83	7.40	0.57	0.29	4.52	8.92	0.80	38	148	60	20
CXorf26	223294_at	7.29	8.59	1.29	0.36	4.82	10.12	0.81	12	209	9	10
ALMS1	214221_at	6.69	6.52	-0.16	-0.12	4.92	8.57	0.71	146	39	113	76
ASCC3	212815_at	7.02	7.63	0.62	0.34	3.95	9.34	0.98	42	141	63	24
KRT4	213240_s_at	8.69	5.08	-3.62	-0.38	4.38	12.34	0.60	227	1	0	227
EPHB3	1438_at	8.02	7.46	-0.56	-0.27	5.44	10.74	1.13	173	43	53	132
MORN1	222933_at	5.45	4.96	-0.49	-0.29	3.86	7.03	0.54	200	14	78	136
RAP2B	213923_at	7.46	8.29	0.83	0.43	5.44	9.88	0.69	16	179	37	12
PDSS1	220865_s_at	7.26	8.19	0.93	0.39	4.35	10.29	0.97	25	189	20	19
IFIH1	219209_at	6.21	7.23	1.02	0.36	3.61	9.04	0.92	19	186	28	14
GPRIN2	1554541_a_at	6.35	6.20	-0.15	-0.12	4.70	7.90	0.64	145	36	118	74
CDS1	205709_s_at	8.63	9.31	0.68	0.27	4.59	10.98	0.95	36	159	50	19
NDUFA1	202298_at	10.95	11.47	0.52	0.22	9.43	12.30	0.53	28	160	49	19
C20orf43	234926_s_at	8.08	8.94	0.87	0.31	5.85	9.75	0.55	13	202	16	10
CASP6	209790_s_at	9.22	9.66	0.44	0.14	5.15	11.12	1.06	62	138	59	31
ATPIF1	223339_at	7.56	8.00	0.44	0.22	4.74	9.16	0.76	47	131	78	19
AGER	210081_at	5.21	4.47	-0.74	-0.36	3.64	7.39	0.46	217	8	28	192
LIPG	219181_at	6.30	6.08	-0.23	-0.11	3.61	8.71	1.10	141	63	57	108
TSHZ1	223282_at	6.90	7.73	0.83	0.30	3.59	9.49	0.89	27	177	34	17
CYP17A1	205502_at	6.05	5.38	-0.66	-0.36	4.37	7.90	0.50	213	9	49	170
LOC100129015	221936_x_at	5.75	5.28	-0.47	-0.24	4.53	7.48	0.50	200	13	67	148
ACTRT2	237360_at	5.59	5.02	-0.57	-0.20	4.23	8.20	0.61	199	13	41	174
FAM71B	1553629_a_at	5.38	4.77	-0.61	-0.33	4.07	8.10	0.45	213	8	53	167
EPB41L1	212336_at	5.76	5.76	0.00	0.01	3.89	7.72	0.69	113	56	117	55
KCNMA1	221584_s_at	8.15	8.12	-0.03	-0.01	5.82	11.18	0.85	120	58	106	64
PSMD3	201388_at	7.77	8.24	0.46	0.27	5.66	9.48	0.70	41	136	73	19
ZEB2	203603_s_at	5.17	5.28	0.11	0.05	2.78	8.24	1.25	102	101	52	75
PDE4D	228962_at	6.13	5.94	-0.18	-0.12	4.34	8.28	0.80	146	36	113	79
GK2	215430_at	4.63	4.00	-0.63	-0.34	3.30	6.44	0.46	213	10	47	171
TMEM204	219315_s_at	6.52	6.57	0.05	0.03	4.84	8.55	0.66	104	55	126	47
KIF18B	222039_at	7.10	6.77	-0.32	-0.19	4.92	9.50	0.82	164	38	78	112
BEX5	229963_at	6.20	6.22	0.02	0.01	4.07	8.78	1.16	112	82	63	83
CTSZ	210042_s_at	7.59	7.36	-0.23	-0.13	5.21	9.65	0.99	144	62	64	102
ANXA5	200782_at	7.93	9.57	1.63	0.33	4.42	11.20	1.01	12	211	6	11
LRRC58	225479_at	7.38	8.05	0.67	0.35	5.03	9.67	0.68	24	164	50	14
STK4	225364_at	7.56	8.67	1.11	0.43	5.52	9.70	0.55	7	211	11	6
CYP4F2	210452_x_at	6.38	6.31	-0.07	-0.10	4.93	8.48	0.69	127	51	105	72
SAMD12	238673_at	7.59	7.87	0.28	0.16	5.29	9.53	0.94	76	114	66	48
SLC6A6	228754_at	7.18	6.76	-0.43	-0.09	3.97	9.83	1.30	155	55	38	135
TSSK6	224409_s_at	5.79	5.44	-0.35	-0.23	4.63	8.05	0.48	192	9	117	102
BBS1	232510_s_at	8.36	9.02	0.65	0.33	5.90	9.92	0.58	21	171	43	14
C6orf136	227455_at	7.64	8.13	0.49	0.24	4.74	9.66	0.85	46	138	65	25
PLDN	224892_at	7.53	8.55	1.02	0.34	3.75	10.12	0.80	17	204	14	10
EVL	217838_s_at	6.44	6.43	-0.01	0.00	4.44	8.64	0.82	115	60	102	66
FLRT2	204359_at	5.99	5.95	-0.04	-0.03	4.16	9.44	0.92	120	60	89	79
PPIL3	224364_s_at	7.83	8.91	1.08	0.37	4.72	10.44	1.00	22	196	17	15
AHR	202820_at	8.27	8.56	0.29	0.23	6.22	10.11	0.73	61	92	108	28
ZNF599	1558390_at	4.75	4.28	-0.47	-0.32	3.20	7.20	0.49	204	9	86	133
PTN	211737_x_at	6.42	6.36	-0.06	-0.02	4.07	8.77	1.19	121	79	57	92
PRKXP1	235987_at	4.71	4.34	-0.37	-0.20	3.41	7.41	0.61	182	22	83	123
KIF16B	232083_at	8.46	8.70	0.24	0.10	5.67	10.40	1.00	83	112	60	56
LOC113230	1558412_at	6.76	6.76	0.00	0.00	5.33	8.27	0.62	113	48	138	42
C10orf30	227341_at	7.08	7.18	0.10	0.13	4.89	9.19	0.77	94	65	120	43
FUT2	210608_s_at	7.88	8.13	0.24	0.23	5.80	9.51	0.74	71	96	95	37
KLHL3	221221_s_at	6.75	6.52	-0.23	-0.18	4.99	8.36	0.62	162	33	110	85
PTPN9	230140_at	4.76	4.22	-0.54	-0.26	3.51	6.25	0.48	206	9	58	161
TLK1	202606_s_at	8.33	9.20	0.87	0.32	5.62	10.41	0.65	15	188	32	8
GZMM	207460_at	6.27	5.76	-0.51	-0.31	4.91	8.93	0.57	200	13	75	140
LOC646208	215207_x_at	5.03	5.25	0.22	0.17	3.21	6.59	0.68	73	93	96	39
ARHGAP21	224764_at	7.86	8.81	0.95	0.34	5.14	10.09	0.76	17	192	25	11
PTBP1	216306_x_at	9.41	10.35	0.94	0.37	7.05	11.48	0.65	13	197	22	9
PDLIM5	203243_s_at	8.21	9.20	0.99	0.27	4.14	10.82	1.17	31	181	28	19
ZNRF3	226360_at	7.77	7.43	-0.34	-0.19	4.13	10.45	1.35	149	57	65	106
MAPK14	202530_at	8.05	8.65	0.60	0.35	5.84	9.80	0.51	17	155	65	8
MRPS33	218654_s_at	9.48	9.81	0.32	0.20	6.99	11.00	0.65	52	108	103	17
LAPTM4A	200673_at	10.58	11.47	0.90	0.30	8.99	12.06	0.46	9	206	14	8
BMP7	209591_s_at	4.82	4.43	-0.39	-0.30	3.46	7.09	0.56	190	18	99	111
TLE6	1553812_at	5.32	4.76	-0.55	-0.39	3.32	7.39	0.51	208	11	82	135
OSBPL10	219073_s_at	6.38	7.36	0.98	0.41	3.62	9.06	0.81	17	190	25	13
PTPRK	203038_at	9.00	10.27	1.27	0.39	6.11	11.59	0.74	9	210	12	6
LOC91316	213502_x_at	10.03	10.16	0.13	0.07	6.84	12.02	1.04	97	88	80	60
TRPA1	217590_s_at	6.86	6.53	-0.33	-0.23	4.59	9.48	0.94	161	34	92	102
PPP2R2A	202313_at	7.94	8.84	0.90	0.39	5.78	10.05	0.59	12	200	19	9
NKX2-8	207451_at	5.90	5.39	-0.52	-0.33	4.70	7.59	0.44	208	10	73	145
KLHL5	226001_at	6.13	6.23	0.11	0.06	3.24	9.74	1.05	99	83	90	55
PSMD6	202753_at	8.36	9.49	1.12	0.33	5.72	10.55	0.76	14	205	13	10
ARL5A	218150_at	7.58	9.01	1.43	0.29	3.98	10.43	0.88	12	209	9	10
SKIV2L2	212896_at	7.46	8.44	0.98	0.34	4.94	9.68	0.78	17	188	27	13
CD55	201925_s_at	8.07	7.79	-0.29	-0.13	2.97	11.06	1.41	142	68	53	107
RUNX2	232231_at	6.38	6.58	0.20	0.10	3.81	9.00	1.06	88	101	72	55
BXDC2	219177_at	6.81	6.71	-0.11	-0.09	4.30	8.84	0.74	135	42	127	59
PHKA1	229876_at	5.30	5.01	-0.29	-0.16	3.65	7.70	0.68	166	30	92	106
NBEA	221207_s_at	5.19	4.92	-0.27	-0.27	3.59	7.71	0.66	168	29	114	85
CNOT3	203239_s_at	5.77	6.12	0.35	0.23	3.81	7.81	0.84	62	113	77	38
TDGF1	206286_s_at	7.89	7.52	-0.37	-0.09	4.77	10.89	1.43	147	62	41	125
C1R	212067_s_at	8.15	8.26	0.10	0.07	5.56	11.83	0.92	97	71	103	54
NCBP1	209520_s_at	7.21	7.81	0.60	0.26	4.91	9.40	0.91	42	147	56	25
EIF2AK2	213294_at	6.85	8.51	1.66	0.29	3.76	10.19	1.03	13	213	4	11
SRBD1	219055_at	6.93	7.06	0.13	0.15	4.76	8.16	0.59	82	52	151	25
VRK2	205126_at	6.87	7.67	0.80	0.42	4.08	9.61	0.84	23	177	38	13
GIYD1	209607_x_at	8.42	9.43	1.01	0.34	5.61	10.94	1.08	27	173	34	21
ANXA1	201012_at	8.34	8.64	0.30	0.17	4.83	12.30	1.21	79	104	83	41
ERBB2	210930_s_at	5.15	5.09	-0.06	-0.02	3.40	6.95	0.82	123	70	73	85
GRAMD1C	219313_at	6.69	6.70	0.02	0.02	4.35	9.66	1.08	112	75	75	78
SLC9A2	211116_at	6.43	6.50	0.07	0.08	4.34	8.70	0.82	101	69	106	53
DLC1	210762_s_at	6.69	6.71	0.02	0.00	4.35	9.86	0.88	110	63	108	57
PPP3R1	204507_s_at	5.59	5.53	-0.06	-0.07	3.29	7.36	0.83	124	55	108	65
GLO1	200681_at	10.60	10.44	-0.16	-0.21	6.94	12.37	0.76	147	38	137	53
LOC644450	1566145_s_at	6.29	5.49	-0.81	-0.33	4.58	8.76	0.62	211	10	28	190
ADRA2A	209869_at	6.48	6.28	-0.21	-0.21	4.10	9.14	0.95	145	52	93	83
C10orf6	203482_at	6.17	6.41	0.24	0.18	3.89	8.07	0.66	65	82	123	23
MLL3	222415_at	7.94	8.43	0.50	0.24	5.19	9.54	0.66	34	146	68	14
FAM82A	235349_at	6.94	7.22	0.28	0.07	3.71	9.22	1.03	78	120	60	48
ITIH5	219064_at	6.13	6.28	0.15	0.11	4.24	8.60	0.81	89	80	97	51
GGT1	233837_at	6.73	6.12	-0.61	-0.38	5.22	8.30	0.47	213	9	61	158
ATG10	1570523_s_at	5.08	5.05	-0.03	-0.02	3.19	6.87	0.76	120	61	94	73
FASTKD3	219200_at	7.42	7.73	0.31	0.17	4.93	9.22	0.77	61	103	98	27
RCHY1	214281_s_at	7.61	8.70	1.10	0.33	4.61	10.59	0.87	16	192	26	10
MAMDC2	228885_at	5.06	5.14	0.09	0.04	3.09	8.39	1.43	106	92	44	92
LOC203547	225556_at	7.60	8.68	1.08	0.42	5.01	10.54	0.81	14	203	14	11
MGC11082	223974_at	5.76	5.34	-0.43	-0.12	3.98	8.86	0.83	174	32	51	145
SLTM	217828_at	7.18	8.67	1.49	0.37	3.82	10.07	0.82	10	215	4	9
YIF1A	202418_at	9.07	9.38	0.31	0.26	6.31	11.07	0.78	60	89	116	23
CCT6A	201327_s_at	7.46	9.06	1.61	0.38	4.22	10.58	1.02	13	213	4	11
SUPT16H	233827_s_at	7.06	6.97	-0.09	-0.06	4.67	9.75	1.12	125	75	56	97
GRAMD3	218706_s_at	8.18	8.34	0.16	0.11	5.20	10.22	1.00	92	95	88	45
LOC96610	226802_s_at	6.64	6.46	-0.18	-0.18	4.51	8.28	0.68	151	33	120	75
RAB23	223463_at	7.81	7.73	-0.08	-0.03	5.09	10.72	1.11	125	53	93	82
ZFHX3	226137_at	7.02	7.27	0.25	0.27	5.17	8.49	0.63	62	88	113	27
WRB	202749_at	8.03	8.48	0.45	0.33	5.30	10.46	0.91	51	113	88	27
CDK3	229468_at	7.39	7.26	-0.13	-0.09	5.39	9.81	0.86	134	51	92	85
EXOSC8	215136_s_at	7.65	7.93	0.28	0.23	4.80	9.80	0.83	67	93	109	26
AP3B2	1570032_at	4.65	3.95	-0.70	-0.32	3.06	6.47	0.47	215	6	31	191
MRPL18	217907_at	9.12	9.42	0.30	0.26	6.85	10.25	0.59	51	104	107	17
MRPS17	218982_s_at	7.51	7.82	0.31	0.30	4.63	9.20	0.76	59	87	118	23
PMS1	213677_s_at	6.65	7.29	0.64	0.30	4.16	8.72	0.84	33	153	58	17
TTRAP	202266_at	11.27	11.73	0.46	0.22	8.23	13.21	0.89	52	131	68	29
BCAM	203009_at	6.35	5.89	-0.46	-0.26	4.80	8.28	0.53	197	15	80	133
FAM69B	226940_at	4.80	4.17	-0.64	-0.27	3.35	6.91	0.58	206	12	37	179
RECQL	205091_x_at	6.12	6.36	0.23	0.14	3.30	8.46	0.82	74	92	102	34
RBM26	218422_s_at	7.64	7.66	0.01	0.02	3.95	9.46	0.82	112	55	124	49
MARCKS	201668_x_at	7.25	7.66	0.41	0.08	3.95	9.63	1.35	77	132	35	61
NPAS2	39549_at	5.55	5.52	-0.03	0.00	3.68	7.52	0.71	119	56	112	60
SNHG6	225547_at	10.41	10.40	-0.01	0.00	7.43	11.86	0.69	116	55	125	48
FLJ13137	227019_at	6.95	6.93	-0.02	-0.03	4.75	8.33	0.66	119	57	117	54
C5orf15	203024_s_at	8.86	9.20	0.35	0.32	6.76	10.56	0.53	37	72	143	13
TMEM182	238867_at	5.71	5.27	-0.44	-0.20	4.20	7.48	0.72	181	28	63	137
EXOC1	222127_s_at	7.38	9.23	1.85	0.33	4.36	10.36	0.81	7	220	1	7
VPS45	209268_at	6.67	7.75	1.08	0.31	4.45	8.66	0.58	10	208	11	9
ARHGEF6	209539_at	6.67	6.70	0.03	0.04	4.44	8.67	0.78	109	65	112	51
DBP	209783_at	6.07	5.77	-0.30	-0.31	4.86	8.23	0.47	188	12	134	82
EFCAB7	226800_at	5.61	5.31	-0.31	-0.21	3.55	7.82	0.93	156	50	69	109
DDX60	218986_s_at	8.27	8.41	0.14	0.08	4.95	10.67	1.15	97	97	69	62
SLCO2A1	204368_at	7.11	7.51	0.40	0.22	4.39	9.47	0.94	61	117	69	42
L1CAM	204584_at	5.02	4.72	-0.30	-0.22	3.61	7.47	0.66	172	22	117	89
ASCL2	229215_at	8.61	7.90	-0.71	-0.07	5.42	11.39	1.52	166	60	9	159
MYH9	211926_s_at	8.35	8.90	0.54	0.27	6.91	10.39	0.63	31	150	57	21
PCBD2	1554894_a_at	6.01	6.16	0.15	0.12	4.35	7.90	0.64	82	68	127	33
JUP	201015_s_at	9.13	9.69	0.56	0.30	7.29	10.77	0.66	31	149	59	20
GAS2L3	238756_at	7.47	7.84	0.37	0.22	3.86	10.24	1.11	66	104	94	30
THOC2	226628_at	6.67	6.83	0.15	0.17	4.11	9.16	0.83	86	64	127	37
NEK11	219542_at	6.41	6.12	-0.30	-0.24	4.68	7.74	0.62	172	31	95	102
LPCAT1	201818_at	7.36	7.17	-0.18	-0.07	5.49	9.32	0.79	144	53	81	94
DKK1	204602_at	5.07	4.54	-0.54	-0.29	3.71	7.63	0.55	203	15	63	150
SCUBE2	219197_s_at	6.15	5.89	-0.26	-0.17	4.29	8.30	0.90	151	55	72	101
LOC90826	228536_at	6.62	6.82	0.20	0.17	4.44	7.91	0.60	69	73	132	23
GAGE3	207663_x_at	4.83	4.16	-0.67	-0.22	3.32	7.26	0.58	206	13	25	190
SFRS6	208804_s_at	8.28	9.54	1.25	0.45	6.25	10.69	0.61	7	219	2	7
AHCYL2	215672_s_at	7.79	8.00	0.21	0.08	5.05	10.26	1.20	90	102	62	64
CD177	219669_at	8.73	9.16	0.43	0.07	5.11	12.90	2.20	90	128	19	81
ST6GAL1	214971_s_at	5.40	5.30	-0.09	-0.03	3.37	8.14	1.12	125	72	61	95
COMMD8	218351_at	8.03	9.43	1.41	0.32	4.87	11.18	0.87	11	209	10	9
C14orf138	218940_at	5.99	6.20	0.21	0.21	3.39	7.85	0.80	78	91	94	43
ESF1	222765_x_at	5.21	5.37	0.16	0.19	2.96	7.66	0.77	84	72	121	35
RPA2	201756_at	6.91	8.17	1.26	0.35	3.91	9.42	0.84	14	209	6	13
TI-227H	212725_s_at	7.68	9.06	1.38	0.38	4.96	10.31	0.70	8	215	7	6
MFSD5	212861_at	7.38	8.02	0.64	0.32	5.34	9.35	0.58	21	168	50	10
JARID1B	201549_x_at	7.52	8.45	0.93	0.37	4.98	9.64	0.76	17	194	23	11
AP2M1	200613_at	8.69	9.67	0.99	0.27	5.76	10.58	0.68	14	196	24	8
LOC100129129	1559870_at	7.06	6.53	-0.53	-0.25	5.52	9.09	0.66	193	20	58	150
ZCCHC2	222816_s_at	6.89	7.11	0.22	0.13	4.17	8.91	1.05	86	107	64	57
EID1	208669_s_at	8.33	9.19	0.86	0.25	4.65	11.00	1.04	34	178	24	26
SCCPDH	201825_s_at	8.15	8.43	0.28	0.25	5.16	9.69	0.69	58	85	124	19
COPS2	202467_s_at	9.37	10.09	0.73	0.36	6.12	11.60	0.88	29	164	48	16
PLXNB2	208890_s_at	9.00	9.25	0.25	0.23	7.25	10.36	0.56	55	76	133	19
ARHGEF10L	1570511_at	5.27	5.06	-0.21	-0.18	3.87	7.08	0.61	158	34	109	85
CLCN4	214769_at	5.28	4.64	-0.64	-0.29	3.28	7.22	0.62	204	12	52	164
FAM101B	226905_at	6.98	7.35	0.36	0.18	4.39	9.15	0.95	64	116	81	31
PSMD8	200820_at	9.56	9.77	0.20	0.14	7.48	10.80	0.65	73	86	112	30
SUDS3	224974_at	6.56	7.95	1.39	0.41	4.00	9.91	0.86	10	211	7	10
HAND1	220138_at	6.24	5.38	-0.87	-0.31	4.38	9.20	0.67	210	13	16	199
C15orf21	242649_x_at	5.17	5.04	-0.13	-0.07	3.04	7.49	0.86	134	56	89	83
BRCA1	204531_s_at	6.79	6.67	-0.12	-0.09	5.06	8.44	0.69	138	40	118	70
CCDC55	223236_at	6.79	7.15	0.36	0.35	4.85	8.83	0.63	45	95	111	22
ABI3BP	223395_at	7.11	7.36	0.25	0.08	4.22	10.16	1.52	93	116	34	78
